ID,Escola,Endereco_Escola,Serie,Turma,Nome_Aluno,Genero,Idade_Aluno,CPF_Aluno,Telefone_Aluno,Endereco_Completo,Municipio,UF,CEP,Deficiencia,Nome_Responsavel,Parentesco,CPF_Responsavel,Telefone_Responsavel,Protocolo,Status_Matricula,Renda_Familiar,Tem_Irmaos,Numero_Irmaos,Idades_Irmaos,Trabalha_Fora,Horas_Trabalho_Semana,Tipo_Trabalho,Tempo_Deslocamento_Min,Meio_Transporte,Acesso_Internet,Tem_Computador,Apoio_Familiar_Estudos,Faz_Refeicao_Escola,Matematica_1Bim,Matematica_2Bim,Matematica_3Bim,Matematica_4Bim,Media_Matematica,Portugues_1Bim,Portugues_2Bim,Portugues_3Bim,Portugues_4Bim,Media_Portugues,Media_Geral,Frequencia_Percentual,Cor_Raca,Area_Climatica,Impacto_Seca,Area_Risco_Ambiental,Seguranca_Trajeto,Refeicoes_Diarias,Seguranca_Alimentar,Ambiente_Familiar,Responsabilidades_Casa
145,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Larissa Rocha Cardoso,F,17,195.275.206-96,(83) 99132-3910,"Rua Getúlio Vargas, 309 - Vila Nova, Alagoa Grande - PB, 58291-303",Alagoa Grande,PB,58291-303,TDAH,Alice Alves Pereira,Avó,398.775.636-18,(83) 98931-1941,2025643719,Contemplação direta,3283,Não,0,,Sim,18,Agricultura,7,Transporte escolar,Sim (banda larga),Não,Médio,Não,2.1,1.6,1.0,0.5,1.3,2.4,1.9,1.3,0.8,1.7,1.6028591478644434,70,Preta,Agreste,Muito Afetado,Risco Baixo,Inseguro,3,Leve Insegurança,Tensão Moderada,Poucas
146,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Camila Rocha Melo,F,16,854.193.394-92,(83) 99804-8476,"Rua Getúlio Vargas, 406, Bloco 2 - Bela Vista, Alagoa Grande - PB, 58727-943",Alagoa Grande,PB,58727-943,Nenhuma,Francisco Barbosa Fernandes,Avô,542.568.493-94,(83) 98375-2565,2025832582,Lista de espera,1200,Não,0,,Sim,35,Ajudante,10,Bicicleta,Apenas celular,Sim,Médio,Não,1.6,1.1,0.5,0.0,0.8,0.7,0.2,0.0,0.0,0.0,0.0,70,Preta,Agreste,Levemente Afetado,Não,Seguro,3,Leve Insegurança,Tensão Moderada,Moderadas
147,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Ana Silva Lima,F,16,826.239.434-95,(83) 99533-8606,"Rua São Sebastião, 43, Bloco 2 - São Sebastião, Alagoa Grande - PB, 58243-582",Alagoa Grande,PB,58243-582,Auditiva leve,José Silva Barbosa,Pai,202.281.401-25,(83) 99094-7403,2025181354,Contemplação direta,649,Sim,4,"12, 6, 7, 2",Não,0,,109,Transporte escolar,Não,Não,Baixo,Sim,2.2,1.7,1.1,0.6,1.4,1.1,0.6,0.0,0.0,0.4,0.7673252774745396,70,Parda,Agreste,Levemente Afetado,Risco Alto,Seguro,1,Grave Insegurança,Tranquilo,Moderadas
148,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mateus Moreira Souza,M,16,841.271.145-63,(83) 99049-2764,"Rua João Suassuna, 321 - Centro, Guarabira - PB, 58312-654",Guarabira,PB,58312-654,Dislexia,Mateus Alves Souza,Mãe,465.431.277-11,(83) 98823-6181,2025508091,Contemplação direta,3845,Sim,3,"20, 12, 2",Sim,21,Informal,37,Ônibus,Sim (banda larga),Não,Baixo,Sim,0.0,0.2,0.8,1.3,0.5,1.6,2.1,2.7,3.2,2.5,1.800203039471637,70,Parda,Interior Semiárido,Muito Afetado,Risco Baixo,Seguro,2,Leve Insegurança,Tranquilo,Poucas
149,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mariana Nascimento Cardoso,F,16,615.701.821-11,(83) 98476-1347,"Av. Cruz das Armas, 122, Apt 101 - Jaguaribe, João Pessoa - PB, 58734-181",João Pessoa,PB,58734-181,Nenhuma,Alice Alves Rodrigues,Tio,484.309.757-14,(83) 98487-8270,2025444656,Contemplação direta,1200,Não,0,,Sim,40,Informal,101,Van escolar,Apenas celular,Não,Médio,Sim,2.2,1.8,2.5,2.2,2.1,0.1,0.0,0.0,0.0,0.0,0.3788555588104883,70,Preta,Urbano Litorâneo,Não Afetado,Risco Médio,Inseguro,3,Segura,Tensão Moderada,Muitas
150,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",2º Ano,2B,Mateus Nascimento Oliveira,M,17,842.578.418-31,(83) 99477-4236,"Rua São Sebastião, 311, Casa A - São Sebastião, Alagoa Grande - PB, 58392-690",Alagoa Grande,PB,58392-690,Dislexia,Guilherme Marques Gonçalves,Avô,592.181.468-60,(83) 98773-3748,2025562816,Contemplação direta,2000,Sim,2,"16, 1",Não,0,,19,Bicicleta,Apenas celular,Não,Baixo,Sim,8.5,8.8,8.4,9.1,8.9,6.9,6.3,6.9,6.3,6.5,7.732587667184865,78,Preta,Agreste,Não Afetado,Risco Baixo,Seguro,4,Segura,Tranquilo,Moderadas
151,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Mariana Almeida Gomes,F,17,518.139.227-59,(83) 99909-3660,"Rua Coronel João Pessoa, 491, Casa A - Bela Vista, Alagoa Grande - PB, 58621-826",Alagoa Grande,PB,58621-826,Nenhuma,Débora Santos Cardoso,Mãe,494.534.853-41,(83) 98496-8827,2025952624,Contemplação direta,2000,Sim,2,"9, 20",Sim,36,Agricultura,20,Ônibus,Sim (banda larga),Não,Médio,Sim,7.6,7.1,6.5,6.0,6.8,5.0,4.5,3.9,3.4,4.3,5.268526462166995,83,Branca,Agreste,Não Afetado,Risco Baixo,Seguro,3,Segura,Tensão Moderada,Muitas
152,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Claudia Rodrigues Lima,F,17,866.507.815-49,(83) 98013-3759,"Rua das Trincheiras, 36 - Jaguaribe, João Pessoa - PB, 58526-770",João Pessoa,PB,58526-770,Nenhuma,Rafael Ribeiro Ferreira,Mãe,820.237.302-72,(83) 98372-9234,2025572552,Contemplação direta,1084,Sim,2,"7, 9",Não,0,,149,Carona,Não,Não,Alto,Sim,2.3,2.9,2.1,2.7,2.5,0.0,0.0,0.0,0.0,0.0,0.9028132296640711,70,Preta,Urbano Litorâneo,Levemente Afetado,Não,Pouco Seguro,2,Moderada Insegurança,Tranquilo,Poucas
153,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Patricia Costa Barbosa,F,18,444.479.798-53,(83) 98645-4925,"Rua Assis Chateaubriand, 313, Casa A - Centro, Areia - PB, 58994-438",Areia,PB,58994-438,Nenhuma,Rafaela Lopes Moreira,Avó,242.126.716-25,(83) 99779-9693,2025833232,Aguardando vaga,1200,Sim,4,"17, 14, 7, 1",Não,0,,18,Bicicleta,Sim (banda larga),Não,Alto,Sim,5.0,4.5,3.9,3.4,4.2,5.4,4.9,4.3,3.8,4.7,4.465873032547593,82,Preta,Interior Semiárido,Não Afetado,Risco Médio,Seguro,3,Segura,Tensão Moderada,Moderadas
154,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Miguel Almeida Gonçalves,M,17,408.952.789-80,(83) 99791-8648,"Rua Coronel João Pessoa, 489, Bloco 2 - Centro, Alagoa Grande - PB, 58778-653",Alagoa Grande,PB,58778-653,Nenhuma,Roberto Correia Dias,Avô,191.208.545-13,(83) 98328-6349,2025903533,Contemplação direta,2000,Sim,1,5,Não,0,,12,Transporte escolar,Apenas celular,Sim,Médio,Não,7.2,7.0,6.9,7.2,6.8,7.0,6.9,7.1,7.6,7.3,7.1735041255705445,87,Branca,Agreste,Não Afetado,Risco Médio,Seguro,3,Leve Insegurança,Tensão Moderada,Poucas
155,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Diego Ribeiro Rodrigues,M,18,489.690.854-10,(83) 98636-2013,"Av. Floriano Peixoto, 217, Casa A - Prata, Campina Grande - PB, 58916-795",Campina Grande,PB,58916-795,Nenhuma,Gabriel Martins Silva,Pai,651.972.571-50,(83) 98296-5863,2025624112,Contemplação direta,1913,Sim,1,20,Sim,31,Comércio,44,Van escolar,Não,Não,Médio,Sim,2.3,1.8,2.6,2.4,2.3,5.1,5.1,5.9,5.7,5.5,3.590854366747087,83,Branca,Urbano,Não Afetado,Não,Seguro,1,Moderada Insegurança,Conflituoso,Moderadas
156,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Helena Carvalho Correia,F,18,456.875.500-60,(83) 98147-9648,"Rua João Suassuna, 473 - Centro, Guarabira - PB, 58503-199",Guarabira,PB,58503-199,Nenhuma,Antônio Nunes Dias,Avô,411.568.770-30,(83) 99182-3253,2025829762,Contemplação direta,2500,Sim,2,"1, 12",Não,0,,29,Moto,Sim (banda larga),Não,Baixo,Sim,4.1,4.6,5.2,5.7,4.9,1.7,2.2,2.8,3.3,2.6,3.4876636625214887,78,Parda,Interior Semiárido,Não Afetado,Não,Pouco Seguro,3,Segura,Tranquilo,Moderadas
157,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Thiago Fernandes Martins,M,17,896.574.985-93,(83) 98782-5509,"Rua Assis Chateaubriand, 6 - Centro, Areia - PB, 58184-224",Areia,PB,58184-224,Nenhuma,João Melo Melo,Tia,686.591.380-98,(83) 99526-2549,2025289893,Contemplação direta,7000,Não,0,,Não,0,,30,Transporte escolar,Sim (banda larga),Sim,Baixo,Sim,5.6,5.9,5.5,5.6,5.5,6.2,6.1,6.3,5.8,6.1,5.91451871732674,88,Branca,Interior Semiárido,Muito Afetado,Não,Seguro,4,Segura,Tensão Moderada,Moderadas
158,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Bruno Rocha Gonçalves,M,18,225.140.231-83,(83) 98422-3641,"Rua Coronel João Pessoa, 436 - Centro, Alagoa Grande - PB, 58227-618",Alagoa Grande,PB,58227-618,Nenhuma,Ricardo Correia Silva,Tio,354.407.147-76,(83) 99852-5807,2025660046,Contemplação direta,760,Sim,5,"12, 20, 18, 17, 7",Não,0,,121,Transporte escolar,Não,Não,Médio,Sim,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.4,0.9,0.2,0.3517337543900886,70,Branca,Agreste,Levemente Afetado,Risco Baixo,Seguro,1,Moderada Insegurança,Tranquilo,Moderadas
159,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Bianca Dias Cardoso,F,17,831.481.677-94,(83) 99326-9379,"Rua Getúlio Vargas, 162, Bloco 2 - Cepilho, Areia - PB, 58126-718",Areia,PB,58126-718,Nenhuma,Bruno Souza Correia,Avó,661.516.167-52,(83) 99311-2457,2025449718,Aguardando vaga,2515,Não,0,,Sim,18,Informal,22,Transporte escolar,Sim (banda larga),Sim,Baixo,Sim,1.6,1.7,1.1,1.3,1.6,0.2,0.3,0.0,0.0,0.3,0.6566707216311398,70,Preta,Interior Semiárido,Levemente Afetado,Risco Alto,Seguro,1,Moderada Insegurança,Tensão Moderada,Muitas
160,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Larissa Rodrigues Lima,F,17,803.625.830-29,(83) 99346-3070,"Rua Getúlio Vargas, 377 - Bela Vista, Alagoa Grande - PB, 58842-754",Alagoa Grande,PB,58842-754,Nenhuma,Vinicius Barbosa Carvalho,Tia,823.568.287-66,(83) 98724-8678,2025400752,Contemplação direta,1500,Não,0,,Não,0,,16,A pé,Apenas celular,Não,Baixo,Sim,4.6,5.1,5.7,6.2,5.4,5.2,5.7,6.3,6.8,6.1,5.626752637965647,92,Branca,Agreste,Não Afetado,Não,Seguro,3,Segura,Tensão Moderada,Poucas
161,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Gustavo Silva Barbosa,M,17,951.863.107-64,(83) 99438-9754,"Rua Marquês do Herval, 339 - Liberdade, Campina Grande - PB, 58143-721",Campina Grande,PB,58143-721,Dislexia,Rafael Oliveira Ribeiro,Avô,959.236.626-55,(83) 99950-1834,2025619577,Contemplação direta,1604,Sim,2,"18, 4",Sim,30,Serviços domésticos,54,Van escolar,Apenas celular,Não,Médio,Sim,0.8,0.3,0.0,0.0,0.0,1.4,0.9,0.3,0.0,0.7,0.0,70,Parda,Urbano,Não Afetado,Não,Pouco Seguro,3,Segura,Tensão Moderada,Muitas
162,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,André Nascimento Moreira,M,17,520.226.599-10,(83) 98318-5098,"Rua Coronel João Pessoa, 192, Casa A - Bela Vista, Alagoa Grande - PB, 58538-286",Alagoa Grande,PB,58538-286,Nenhuma,Carolina Lopes Rocha,Tio,265.243.462-65,(83) 98011-6885,2025308105,Contemplação direta,1200,Sim,4,"11, 2, 6, 7",Não,0,,13,Transporte escolar,Não,Sim,Médio,Sim,1.0,0.5,0.0,0.0,0.2,0.8,0.3,0.0,0.0,0.1,0.6091146879742995,70,Parda,Agreste,Levemente Afetado,Não,Seguro,3,Segura,Conflituoso,Muitas
163,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Ricardo Almeida Gomes,M,18,597.184.879-64,(83) 98507-3498,"Rua Maciel Pinheiro, 144, Casa A - Centro, Campina Grande - PB, 58817-353",Campina Grande,PB,58817-353,Nenhuma,Marcelo Fernandes Nascimento,Pai,725.285.293-85,(83) 99288-3436,2025226312,Contemplação direta,800,Não,0,,Não,0,,53,Carona,Sim (banda larga),Sim,Baixo,Sim,0.1,0.0,0.0,0.4,0.0,1.3,1.0,1.6,1.1,1.4,0.2107687096770883,70,Parda,Urbano,Não Afetado,Risco Alto,Seguro,1,Moderada Insegurança,Conflituoso,Moderadas
164,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Bernardo Almeida Lima,M,17,541.289.358-72,(83) 98744-6476,"Rua São Sebastião, 343 - Centro, Alagoa Grande - PB, 58888-982",Alagoa Grande,PB,58888-982,Nenhuma,Rafaela Garcia Melo,Pai,641.719.480-40,(83) 99331-5521,2025712711,Contemplação direta,2500,Sim,5,"4, 2, 19, 7, 7",Não,0,,9,A pé,Sim (banda larga),Não,Médio,Sim,6.0,6.5,7.1,7.6,6.8,7.2,7.7,8.3,8.8,8.1,7.275182917076659,87,Branca,Agreste,Levemente Afetado,Risco Baixo,Seguro,3,Segura,Tranquilo,Muitas
165,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Rafael Barbosa Lima,M,17,396.146.679-17,(83) 99626-4116,"Rua Assis Chateaubriand, 351, Apt 101 - Centro, Areia - PB, 58548-868",Areia,PB,58548-868,Nenhuma,Mariana Barbosa Lima,Tia,311.288.103-30,(83) 99171-4568,2025830565,Contemplação direta,3500,Sim,5,"17, 9, 10, 8, 10",Não,0,,27,Moto,Sim (banda larga),Sim,Médio,Sim,6.9,6.4,5.8,5.3,6.1,4.7,4.2,3.6,3.1,4.0,4.962054639829242,86,Preta,Interior Semiárido,Levemente Afetado,Risco Baixo,Seguro,4,Segura,Tranquilo,Muitas
166,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Rosa Barbosa Gomes,F,18,158.740.935-11,(83) 99687-6824,"Rua Coronel João Pessoa, 91 - Bela Vista, Alagoa Grande - PB, 58650-773",Alagoa Grande,PB,58650-773,Nenhuma,Bianca Lima Marques,Pai,741.749.718-80,(83) 98422-8244,2025440014,Contemplação direta,2000,Não,0,,Não,0,,8,A pé,Apenas celular,Não,Médio,Sim,4.3,4.2,3.9,4.4,4.0,5.1,5.0,4.2,4.8,4.7,4.441504370525465,86,Branca,Agreste,Levemente Afetado,Não,Inseguro,3,Segura,Tensão Moderada,Moderadas
167,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Beatriz Fernandes Nascimento,F,17,844.868.927-11,(83) 99235-2633,"Rua São Sebastião, 57 - Centro, Alagoa Grande - PB, 58235-354",Alagoa Grande,PB,58235-354,Nenhuma,Paulo Silva Gonçalves,Pai,208.655.853-53,(83) 99746-2392,2025245993,Contemplação direta,3093,Sim,2,"10, 11",Sim,22,Comércio,7,Transporte escolar,Sim (banda larga),Não,Alto,Sim,0.0,0.0,0.6,1.1,0.3,1.9,2.4,3.0,3.5,2.8,1.8982077296185742,72,Preta,Agreste,Levemente Afetado,Não,Seguro,3,Segura,Tranquilo,Poucas
168,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Bernardo Ribeiro Oliveira,M,18,221.469.186-15,(83) 99238-3475,"Rua Getúlio Vargas, 172, Bloco 2 - São Sebastião, Alagoa Grande - PB, 58253-783",Alagoa Grande,PB,58253-783,Nenhuma,Valentina Moreira Souza,Tio,377.611.777-57,(83) 99910-5348,2025937480,Contemplação direta,2119,Não,0,,Sim,35,Agricultura,14,Bicicleta,Sim (banda larga),Não,Médio,Não,0.2,0.7,1.3,1.8,1.0,0.0,0.0,0.4,0.9,0.2,0.8656979403904257,70,Preta,Agreste,Não Afetado,Não,Pouco Seguro,2,Leve Insegurança,Tranquilo,Poucas
169,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Gabriela Araújo Almeida,F,17,493.185.694-63,(83) 99079-4593,"Av. Floriano Peixoto, 2 - Centro, Campina Grande - PB, 58471-671",Campina Grande,PB,58471-671,Dislexia,Pedro Nunes Ribeiro,Pai,469.969.969-27,(83) 98603-8543,2025975825,Aguardando vaga,5000,Não,0,,Não,0,,55,Transporte escolar,Sim (banda larga),Sim,Baixo,Sim,2.1,2.1,2.4,3.0,2.5,3.8,3.8,3.5,3.7,3.6,3.2884383131802197,79,Preta,Urbano,Não Afetado,Não,Seguro,2,Leve Insegurança,Tranquilo,Muitas
170,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Letícia Carvalho Fernandes,F,18,554.900.760-98,(83) 98027-5698,"Rua São Sebastião, 452 - Centro, Alagoa Grande - PB, 58869-277",Alagoa Grande,PB,58869-277,Nenhuma,Carolina Moreira Rocha,Avó,667.828.949-43,(83) 99882-9222,2025843810,Contemplação direta,3500,Sim,1,17,Não,0,,10,A pé,Apenas celular,Sim,Alto,Sim,5.3,5.8,6.4,6.9,6.1,8.4,8.9,9.5,10.0,9.3,7.401876586029402,87,Branca,Agreste,Levemente Afetado,Risco Médio,Pouco Seguro,3,Segura,Tranquilo,Moderadas
171,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Laura Araújo Souza,F,17,316.711.111-49,(83) 98384-4305,"Rua Rodrigues de Aquino, 138 - Castelo Branco, João Pessoa - PB, 58678-145",João Pessoa,PB,58678-145,Autismo leve,Ana Santos Costa,Avô,195.416.108-55,(83) 99539-5626,2025624514,Contemplação direta,2500,Não,0,,Não,0,,118,Ônibus,Apenas celular,Não,Médio,Sim,6.4,6.9,6.5,6.3,6.8,3.9,3.8,4.0,4.1,4.0,5.4844897502111705,88,Branca,Urbano Litorâneo,Não Afetado,Risco Baixo,Inseguro,4,Segura,Tranquilo,Moderadas
172,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Leonardo Gomes Ribeiro,M,18,140.829.892-97,(83) 98793-4917,"Rua Getúlio Vargas, 311, Apt 101 - Centro, Alagoa Grande - PB, 58680-742",Alagoa Grande,PB,58680-742,Nenhuma,Miguel Garcia Marques,Avô,416.660.988-21,(83) 99021-2541,2025428957,Contemplação direta,1200,Sim,5,"12, 12, 3, 3, 6",Não,0,,20,Ônibus,Apenas celular,Não,Médio,Não,0.8,0.3,0.0,0.0,0.0,2.9,2.4,1.8,1.3,2.2,0.7235692819982237,70,Preta,Agreste,Muito Afetado,Risco Alto,Seguro,3,Leve Insegurança,Tranquilo,Moderadas
173,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Rodrigo Cardoso Santos,M,17,816.940.674-11,(83) 98316-2725,"Rua São Sebastião, 292 - Vila Nova, Alagoa Grande - PB, 58328-497",Alagoa Grande,PB,58328-497,Nenhuma,Camila Rocha Cardoso,Tio,647.937.576-23,(83) 98175-3953,2025213611,Lista de espera,3500,Não,0,,Não,0,,19,Bicicleta,Sim (banda larga),Sim,Médio,Sim,7.6,8.1,8.7,9.2,8.4,6.3,6.8,7.4,7.9,7.2,7.57723458611573,95,Branca,Agreste,Levemente Afetado,Risco Alto,Seguro,4,Segura,Tranquilo,Poucas
174,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Giovanna Lima Cardoso,F,17,185.245.170-45,(83) 98829-2338,"Rua Getúlio Vargas, 232 - Vila Nova, Alagoa Grande - PB, 58319-785",Alagoa Grande,PB,58319-785,Nenhuma,Lucas Moreira Moreira,Avó,538.450.871-48,(83) 98336-4253,2025539459,Contemplação direta,1500,Não,0,,Não,0,,13,Bicicleta,Apenas celular,Não,Médio,Sim,2.1,1.6,1.0,0.5,1.3,2.1,1.6,1.0,0.5,1.4,1.386042110289533,76,Parda,Agreste,Não Afetado,Não,Seguro,3,Segura,Tranquilo,Poucas
175,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Amanda Fernandes Silva,F,18,952.977.228-91,(83) 98920-2596,"Rua Getúlio Vargas, 97 - Vila Nova, Alagoa Grande - PB, 58892-270",Alagoa Grande,PB,58892-270,Nenhuma,Felipe Correia Melo,Avó,114.479.933-56,(83) 98033-5947,2025626474,Aguardando vaga,800,Sim,4,"14, 14, 12, 12",Não,0,,17,Bicicleta,Apenas celular,Não,Alto,Sim,1.4,1.5,1.0,0.9,1.1,0.1,0.0,0.1,0.2,0.0,0.2615402438832218,71,Parda,Agreste,Não Afetado,Risco Médio,Seguro,3,Segura,Conflituoso,Muitas
176,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Carlos Fernandes Garcia,M,17,748.554.615-84,(83) 99650-1534,"Rua Getúlio Vargas, 115 - Cepilho, Areia - PB, 58490-217",Areia,PB,58490-217,Física,Eduardo Gonçalves Nunes,Mãe,575.522.940-92,(83) 99441-7484,2025492842,Aguardando vaga,1500,Sim,3,"10, 14, 8",Sim,44,Informal,21,Transporte escolar,Sim (banda larga),Sim,Médio,Sim,0.9,1.4,2.0,2.5,1.7,0.0,0.0,0.5,1.0,0.3,1.2251148799485725,70,Parda,Interior Semiárido,Muito Afetado,Risco Médio,Inseguro,3,Segura,Tranquilo,Moderadas
177,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Manuela Souza Dias,F,17,616.221.746-83,(83) 99606-7422,"Rua João Suassuna, 82, Apt 101 - Centro II, Guarabira - PB, 58195-195",Guarabira,PB,58195-195,Nenhuma,João Barbosa Dias,Avô,656.180.685-58,(83) 98051-3138,2025765282,Contemplação direta,1500,Sim,2,"10, 7",Sim,22,Informal,25,Ônibus,Apenas celular,Não,Baixo,Sim,1.0,0.5,0.0,0.0,0.2,2.5,2.0,1.4,0.9,1.8,0.8695581772495008,70,Parda,Interior Semiárido,Não Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tranquilo,Poucas
178,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Mariana Moreira Costa,F,18,927.264.284-48,(83) 98020-3927,"Rua São Francisco, 61, Casa A - São José, Solânea - PB, 58595-728",Solânea,PB,58595-728,Nenhuma,Vera Souza Alves,Pai,720.130.648-12,(83) 99060-9384,2025326813,Aguardando vaga,800,Sim,3,"5, 8, 3",Não,0,,20,Transporte escolar,Apenas celular,Não,Baixo,Sim,7.1,6.6,6.0,5.5,6.3,9.9,9.4,8.8,8.3,9.2,7.626918203017198,70,Parda,Interior Semiárido,Muito Afetado,Não,Inseguro,3,Segura,Tensão Moderada,Moderadas
179,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Rosa Rocha Carvalho,F,18,935.426.737-23,(83) 99243-7275,"Rua Getúlio Vargas, 181 - Bela Vista, Alagoa Grande - PB, 58560-271",Alagoa Grande,PB,58560-271,Dislexia,Larissa Carvalho Gomes,Avó,718.946.998-92,(83) 99946-9691,2025517654,Contemplação direta,1200,Sim,2,"12, 8",Sim,36,Serviços domésticos,6,Bicicleta,Sim (banda larga),Não,Alto,Sim,2.2,2.7,3.3,3.8,3.0,4.6,5.1,5.7,6.2,5.5,4.377484338572082,84,Branca,Agreste,Muito Afetado,Não,Seguro,2,Leve Insegurança,Tranquilo,Poucas
180,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",3º Ano,3B,Isabela Alves Santos,F,18,610.147.381-63,(83) 98244-3033,"Rua Getúlio Vargas, 168, Apt 101 - Vila Nova, Alagoa Grande - PB, 58690-121",Alagoa Grande,PB,58690-121,Nenhuma,Luiz Rocha Gomes,Tia,234.961.512-14,(83) 99834-9740,2025141020,Contemplação direta,800,Sim,4,"10, 9, 11, 12",Sim,32,Serviços domésticos,14,Bicicleta,Apenas celular,Não,Baixo,Sim,0.1,0.4,0.0,0.2,0.2,0.0,0.0,0.5,0.0,0.0,0.0,70,Preta,Agreste,Levemente Afetado,Não,Pouco Seguro,1,Moderada Insegurança,Conflituoso,Moderadas
